0,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics
744,2,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,1,1,1,1,4,5,2,2,4,4,4,2,2,1,2,2,3,3
745,5,4,2,3,,5,4,2,5,4,5,1,3,3,5,5,,,3,5,4,5,5,4,1,5,3,4,5,,5,3,1,1,1,3
746,5,3,3,4,3,2,2,3,4,2,2,1,3,2,3,2,,5,2,4,1,2,5,1,3,3,4,5,5,2,4,4,4,3,4,4
747,5,3,3,1,2,3,3,4,5,2,3,1,,3,4,4,4,2,2,5,5,5,5,5,3,2,3,4,2,1,4,1,1,1,5,1
748,5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,5,1,4,3,3,3,2,5,5,5,1,4,5,4,2,1,2
749,5,3,3,3,3,5,4,3,4,4,5,3,3,3,3,3,3,3,3,5,4,3,5,4,5,3,5,5,5,3,3,3,3,2,2,2
750,5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,5,1,1,5,3,5,5,3,3,3,3,4,4,4,1,1,1
751,5,3,5,5,2,5,3,3,3,1,1,5,1,5,4,5,5,1,4,4,3,4,5,4,4,4,5,5,5,3,3,4,5,2,4,3
752,5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,5,2,2,5,5,5,1,4,2,3,1,5,2,2,1,1,1
753,5,4,5,2,1,3,4,5,3,1,3,4,2,4,2,2,5,4,2,4,1,2,4,5,1,4,3,3,2,1,2,3,5,1,3,1
754,5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,5,2,2,4,3,2,4,5,5,4,2,2,4,4,4,1,1
755,4,4,2,1,3,2,1,4,3,2,3,4,3,3,3,2,4,3,3,4,3,4,4,4,5,3,2,2,4,2,5,3,2,4,4,3
756,5,3,2,2,3,3,3,3,5,5,4,1,4,4,5,2,3,1,1,5,4,5,5,4,3,2,2,1,1,2,1,3,3,3,4,4
757,5,4,3,,4,,3,4,5,5,5,2,5,3,4,4,3,4,2,5,5,5,5,3,5,4,4,4,4,4,5,5,4,3,3,3
758,5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,5,1,3,3,5,1,5,2,3,5,3,2,2,4,1,1,4
759,5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,5,5,5,5,3,5,5,5,5,4,2,5,2,2,1,3,4
760,5,3,5,4,3,5,5,5,4,3,3,3,3,4,5,4,4,2,5,5,1,3,5,5,5,3,5,5,5,3,5,5,4,2,4,2
761,5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,5,3,4,4,4,4,3,2,4,3,2,3,4,3,5,3,3
762,5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,5,4,3,5,1,3,2,1,1,2,1,5,2,2,3,3,3
763,5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,5,5,5,5,3,2,3,2,2,4,3,5,5,3,5,3,3
764,5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,5,2,3,4,3,4,4,2,5,5,2,3,5,2,3,1,1
765,5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,5,1,2,5,4,2,3,4,4,4,1,3,3,4,1,2,2
766,5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,5,3,3,5,2,5,2,4,4,3,2,5,2,5,1,3,4
767,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,4,4,4,5,2,3,3,3,4,4,3,4,4,4,4,4,4,4,3,3
768,1,1,2,3,4,3,3,2,2,5,2,2,2,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,1
769,4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,4,5,5,5,3,1,3,3,3,3,1,5,3,3,3,2,2
770,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,2,1,1,5,5,4,3,1,2,3,2,3
772,5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,5,1,4,3,2,5,5,3,3,4,3,5,3,2,4,3,1
773,5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,5,3,3,5,4,4,3,4,3,2,1,3,3,4,3,1,1
774,5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3
775,3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,4,1,1,4,3,3,3,4,2,4,3,4,4,3,4,2,1
776,5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,5,2,3,5,5,3,1,4,5,5,2,3,3,4,2,2,2
777,5,3,,5,1,3,3,4,5,1,1,3,1,3,5,2,5,5,3,5,1,3,5,5,3,5,5,5,5,5,5,5,3,5,1,1
778,5,5,3,1,2,3,2,5,3,1,1,5,3,3,3,3,3,3,2,5,3,3,4,,4,3,,4,1,,4,2,2,3,1,1
779,5,3,2,1,1,1,3,5,2,1,1,3,2,1,2,1,1,1,1,5,3,3,5,5,1,1,4,3,2,1,2,2,3,1,2,1
780,5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,5,1,1,5,3,1,3,5,5,5,3,3,5,5,4,2,2
781,5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,5,3,4,5,5,3,3,3,4,5,3,4,5,4,4,4,1
782,4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,4,4,2,4,3,2,1,5,5,5,1,2,5,5,2,1,1
783,5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,5,5,4,5,3,5,3,3,4,5,5,4,2,5,1,3,3
784,5,3,2,5,2,4,5,4,5,4,1,2,3,3,3,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3
785,4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,5,1,4,5,4,3,2,4,5,3,1,4,4,5,5,2,2
786,4,4,3,3,3,3,4,5,2,3,3,4,3,3,2,3,3,1,3,5,3,4,5,3,4,3,2,3,2,2,5,5,3,4,1,1
787,5,3,3,2,2,4,3,4,5,4,1,2,2,5,5,4,4,3,2,4,2,4,4,4,5,5,3,4,4,1,5,4,2,4,2,2
788,5,3,2,2,1,2,4,5,2,2,1,5,3,2,3,3,3,3,1,5,3,3,5,4,3,5,5,5,3,2,4,5,4,5,3,2
789,5,3,2,1,2,3,3,4,3,2,3,4,4,2,2,4,3,1,2,4,1,3,4,3,2,3,4,4,2,1,,2,3,3,1,1
790,5,5,4,3,3,5,3,5,4,1,2,4,1,1,1,3,3,4,4,5,4,4,5,3,5,1,5,4,3,1,3,3,2,1,1,1
791,5,5,3,2,2,4,1,2,5,5,4,2,1,1,5,5,1,4,1,5,5,5,4,3,5,2,2,5,5,2,4,3,4,1,3,4
792,5,3,3,1,1,3,1,3,2,1,1,4,3,5,3,4,3,3,2,5,2,2,3,2,3,1,4,4,5,1,3,3,5,2,1,1
793,5,4,3,2,2,3,1,3,4,3,2,4,3,3,1,1,3,3,1,3,2,4,4,4,2,3,2,1,4,3,5,4,3,2,1,1
794,2,3,3,1,2,3,3,3,2,4,2,5,3,4,3,3,4,4,2,5,5,5,5,2,4,3,3,3,3,3,4,3,3,3,4,4
795,4,5,3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,1,1,5,5,5,5,2,4,5,2,2,2,1,5,2,1,2,1,1
796,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,4,2,4,2,4,2,4,2,4,2,4,2,4,4,4,4,4
797,3,5,3,2,2,4,3,5,1,4,3,4,4,2,4,3,4,2,3,3,3,4,4,5,3,3,2,3,3,3,3,3,4,4,4,4
798,5,1,5,1,2,3,4,2,2,1,1,5,2,2,2,2,1,3,1,5,3,4,3,4,5,3,5,3,2,2,5,2,2,3,2,1
799,5,3,3,2,1,4,3,4,5,3,3,3,3,2,2,3,2,2,2,5,4,5,4,1,1,5,3,3,3,4,5,5,4,5,2,2
800,5,3,1,2,3,4,5,2,4,5,4,1,1,2,4,4,2,2,4,5,1,1,4,3,4,4,3,4,5,3,3,4,2,3,4,3
801,5,3,4,1,1,2,4,4,3,1,4,4,1,1,3,1,1,1,1,5,4,4,5,4,2,5,3,5,1,2,5,1,1,2,4,3
802,4,5,5,1,1,1,1,4,5,3,2,1,1,1,5,3,1,4,1,5,4,4,5,1,2,5,2,3,4,2,5,2,1,1,1,2
803,5,5,5,3,2,2,2,5,4,4,3,5,3,1,3,3,2,4,2,5,3,3,5,4,4,2,4,5,4,1,4,3,3,1,1,1
804,5,5,2,1,1,2,4,3,5,4,5,1,1,2,3,2,1,1,2,5,3,4,5,4,1,2,3,2,2,1,2,3,3,3,1,1
805,5,1,4,1,1,4,4,5,5,3,4,4,4,4,4,2,2,2,2,5,5,4,5,5,2,2,5,5,3,2,5,1,3,3,1,1
806,5,4,4,3,1,3,5,5,5,5,5,3,4,2,5,4,3,3,3,2,2,2,3,3,2,2,4,5,4,1,2,5,4,3,1,1
807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,,4,3,5,2,3,4,3,5,5,5,5,1,1
808,3,3,1,3,3,5,5,3,2,2,2,1,1,1,3,1,1,1,4,5,1,2,5,4,4,4,4,4,5,4,5,3,3,5,1,1
809,5,4,3,1,2,3,2,5,5,3,4,3,2,1,2,2,2,3,1,5,5,5,5,2,3,2,5,5,4,2,5,2,2,1,1,1
810,4,3,4,1,1,2,1,2,2,2,1,4,1,1,3,1,1,1,1,4,3,1,5,5,3,5,2,2,4,2,5,4,3,5,1,1
811,5,3,2,3,4,5,5,1,5,5,3,1,3,4,5,4,2,1,5,5,3,5,5,4,5,4,5,5,4,4,5,4,4,2,1,1
812,5,3,2,3,3,4,2,3,5,4,4,3,2,3,4,4,2,1,4,4,3,4,4,3,4,3,3,3,5,2,2,4,5,4,2,3
813,5,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,5,2,1,4,4,1,4,1,1,2,1,4,5,1,1,1,1
814,5,4,2,1,1,1,1,2,2,3,1,2,1,1,3,1,1,1,1,5,2,1,5,4,2,5,1,2,3,1,5,3,1,1,1,1
815,5,4,4,3,1,5,4,4,3,2,3,5,4,3,,1,2,5,4,5,4,2,5,4,3,2,4,4,3,3,4,3,4,3,3,2
816,5,5,2,3,4,3,1,2,5,5,3,5,4,4,5,2,4,2,2,5,1,5,5,3,3,4,4,3,5,5,5,4,5,3,4,4
817,5,4,3,3,1,4,3,4,5,5,5,4,4,5,5,5,4,3,2,5,5,1,5,4,4,5,4,5,5,2,1,5,4,5,3,3
818,3,4,1,1,1,1,2,5,5,2,2,5,4,4,5,1,1,1,2,3,3,2,4,5,3,3,4,5,1,4,3,1,1,4,1,1
819,4,4,3,3,1,4,1,4,4,4,3,2,1,1,3,3,1,4,1,3,5,5,5,1,2,4,3,4,5,4,5,4,2,4,1,1
820,5,5,3,1,2,2,1,4,2,1,2,3,2,1,1,2,5,2,1,4,1,1,4,2,2,2,3,2,5,1,2,3,3,3,3,3
821,5,3,2,2,2,4,5,3,5,2,2,4,4,4,4,5,3,1,4,5,1,2,5,5,3,3,3,2,3,4,2,2,5,1,3,1
822,5,3,2,2,2,5,4,4,5,5,5,1,3,4,5,5,2,1,4,5,3,5,5,4,5,3,5,5,3,3,5,5,4,1,1,1
823,5,4,3,1,1,2,3,5,4,1,3,5,4,3,3,3,4,1,2,3,2,2,4,2,3,3,3,4,2,2,3,4,2,2,1,1
824,5,2,3,2,2,3,1,3,2,1,1,5,2,2,1,3,3,3,1,4,5,4,5,3,2,2,3,2,5,1,5,4,4,3,1,1
825,5,3,1,1,2,5,1,3,5,3,2,1,3,2,5,3,2,1,5,5,1,3,4,2,1,1,5,5,5,4,3,5,1,1,1,1
826,4,3,1,3,1,4,2,2,5,4,2,1,2,2,2,4,2,1,2,5,4,3,3,3,4,4,5,5,5,2,2,2,2,1,2,1
827,5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,5,2,2,4,4,1,3,4,4,3,2,2,4,3,1,1,1
828,5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,4,1,2,4,4,3,2,4,2,2,2,1,2,3,2,1,1
829,1,3,4,1,2,1,2,4,5,3,4,5,2,1,3,3,4,4,1,5,4,5,4,3,2,4,2,3,3,2,5,2,1,4,3,2
830,5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,5,3,4,5,3,5,3,4,4,2,2,5,3,4,5,2,1
831,5,3,4,2,1,3,2,4,3,1,1,5,4,4,3,3,5,2,3,5,3,2,5,5,5,2,2,2,5,1,2,4,4,1,5,4
832,5,,4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,3,4,5,5,5,5,4,4,4,4,4,3,3,4,4,3,3,3,2
833,5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,3,1,1,4,3,2,1,5,5,5,2,3,3,3,3,1,2
834,3,3,2,1,1,4,3,3,4,1,1,1,1,5,3,5,2,2,4,5,2,2,5,3,2,2,2,2,4,2,3,3,5,5,2,4
835,4,3,4,3,2,4,4,3,5,4,2,2,2,2,3,2,2,2,3,5,3,4,4,3,4,4,3,3,4,3,4,2,2,3,1,2
836,4,3,3,2,2,2,3,5,4,1,1,1,4,3,3,3,3,1,1,5,1,3,5,4,4,4,3,3,4,5,5,4,1,1,4,4
837,5,3,2,1,1,2,3,4,5,5,5,4,3,5,4,3,1,1,3,5,2,2,5,4,4,4,4,4,3,3,3,2,3,4,1,1
838,5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,4,1,3,5,4,1,5,5,5,5,5,4,3,2,4,4,5
839,5,5,4,1,1,1,2,5,4,1,1,4,5,3,4,4,4,2,1,5,5,4,5,3,2,1,4,5,2,1,4,2,1,1,1,1
840,4,3,4,2,1,2,4,4,3,1,2,3,3,3,4,4,4,1,2,5,4,3,4,4,3,2,5,5,2,2,2,2,3,3,1,1
841,5,4,2,3,3,1,4,5,5,1,1,4,3,3,2,2,4,1,2,4,4,5,4,3,1,2,4,3,2,1,3,1,4,3,3,2
842,5,5,4,3,3,2,1,4,4,3,4,5,2,2,2,3,2,5,1,3,3,3,5,2,2,2,3,5,2,2,4,3,1,1,1,1
843,,5,4,2,1,3,3,4,5,1,4,1,3,2,2,5,2,2,1,5,1,5,5,5,5,4,3,3,5,1,5,5,2,3,2,2
844,5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,5,2,3,5,3,2,5,4,4,5,2,3,5,3,5,1,1
845,5,4,2,5,4,5,5,2,3,2,3,2,3,5,4,4,3,4,5,5,5,3,5,5,1,4,3,2,5,3,5,5,4,5,5,5
846,4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,5,2,2,5,5,4,4,5,5,3,1,2,5,3,3,2,1
847,5,3,5,2,2,3,3,4,2,1,1,4,2,4,2,2,3,5,3,5,3,3,5,5,5,2,2,4,4,2,3,2,1,1,2,2
848,5,2,3,4,2,5,5,5,5,2,2,1,4,4,5,5,2,1,4,5,1,2,5,5,3,3,5,5,4,1,2,3,4,1,1,1
849,5,2,2,1,1,3,1,3,5,3,4,1,4,2,3,5,1,2,1,3,1,2,3,4,4,2,1,2,1,1,3,1,5,2,1,2
850,3,2,1,4,4,5,3,2,2,1,1,1,2,4,2,1,3,1,5,5,1,3,4,5,2,2,5,5,3,2,3,1,2,3,5,4
851,4,3,4,1,2,3,4,4,2,1,1,4,4,3,3,1,1,1,1,5,1,4,5,2,3,1,5,5,5,1,4,2,3,1,1,1
852,5,5,3,1,1,2,2,2,2,1,2,5,3,2,2,2,2,5,1,5,5,5,5,5,2,5,3,3,5,2,5,4,5,4,5,2
853,5,4,2,1,2,2,1,2,2,1,1,5,3,2,2,2,3,3,1,5,3,5,5,2,5,5,3,3,4,2,5,4,4,1,3,1
854,5,3,4,4,2,3,4,3,3,1,1,2,3,2,2,2,3,1,4,5,3,3,5,5,,3,5,3,4,4,3,3,3,2,3,3
855,5,2,4,2,1,1,2,3,3,1,1,5,3,3,2,2,2,1,1,4,3,3,5,5,3,2,2,2,3,1,4,2,1,2,3,3
856,5,4,5,3,3,3,2,5,4,3,4,5,4,2,3,2,4,4,2,5,3,4,5,3,4,4,4,4,5,4,5,4,4,3,4,4
857,5,3,3,2,1,3,4,4,5,3,3,3,3,5,3,2,4,3,3,5,2,3,3,2,4,3,3,2,4,4,5,4,2,3,4,1
858,5,4,4,2,3,3,5,4,3,1,2,2,3,3,3,4,2,5,2,5,4,4,5,3,4,4,5,5,3,3,4,2,3,1,1,1
859,3,1,3,3,2,5,,2,3,3,1,1,5,5,5,3,1,1,1,5,4,4,5,3,5,5,5,5,4,5,5,5,3,3,2,1
860,5,3,4,4,2,3,3,4,3,2,2,5,3,3,3,2,3,4,2,5,4,4,5,1,2,5,4,4,4,2,4,3,1,4,2,1
861,5,3,4,3,3,3,3,3,4,4,3,4,3,3,1,3,2,5,3,5,4,4,4,3,5,4,4,4,4,2,4,3,5,4,1,3
862,5,3,3,2,1,3,1,3,5,1,2,1,3,3,3,4,1,2,1,5,2,4,4,3,5,5,4,4,,1,5,4,2,4,2,1
863,5,4,4,2,2,3,2,5,4,3,1,4,3,4,2,3,5,4,2,5,5,4,5,4,3,4,5,4,4,3,5,3,2,4,4,2
864,5,5,3,2,2,4,4,3,2,1,1,2,2,3,3,4,1,5,2,5,4,3,5,2,4,4,5,4,2,1,4,3,4,1,1,1
865,5,3,3,2,3,3,4,3,5,4,4,4,3,3,4,4,2,3,3,5,3,5,5,4,5,4,5,5,3,3,4,4,4,2,3,1
866,4,2,4,3,2,3,4,3,4,2,3,4,2,1,2,4,3,2,2,5,4,4,4,3,4,5,2,3,2,4,2,2,2,3,3,2
867,4,3,2,3,3,4,4,2,5,4,4,3,4,2,4,4,1,1,3,3,1,3,4,2,4,5,2,3,4,4,4,5,4,3,2,3
868,5,3,4,2,4,2,3,4,3,1,1,1,3,1,3,3,4,1,1,5,1,2,5,3,2,2,3,4,4,2,4,4,5,4,3,3
869,5,4,3,4,3,2,4,4,,3,2,5,2,2,3,1,3,2,2,4,3,2,5,5,2,3,3,4,1,2,4,2,1,3,2,2
870,5,3,2,1,2,5,4,4,5,3,3,2,1,3,5,5,2,1,1,5,2,2,4,4,1,5,5,5,5,2,2,5,5,1,1,1
871,5,4,4,2,1,2,1,5,3,3,2,3,1,1,1,2,3,4,1,5,3,3,4,4,2,2,3,4,2,2,2,2,2,3,3,2
872,5,3,3,2,1,4,3,3,5,4,2,2,3,4,5,4,2,3,3,5,2,3,5,4,2,3,4,5,4,2,4,5,4,4,5,5
873,5,3,2,3,1,3,3,3,5,3,2,2,2,3,2,5,1,4,1,5,2,4,4,3,4,3,2,3,3,2,4,2,3,1,1,4
874,4,4,4,2,2,3,3,3,4,2,1,3,3,3,3,3,2,4,3,5,4,3,5,3,5,5,3,3,5,2,4,3,4,2,2,1
875,5,3,5,1,1,1,2,3,2,1,2,3,2,2,2,2,5,3,1,5,4,4,4,4,2,3,2,3,2,1,4,3,3,2,1,1
876,5,3,3,1,1,1,,3,2,1,1,4,1,1,1,3,1,4,1,5,1,3,3,3,3,2,4,4,3,1,5,1,4,1,1,1
877,5,3,3,1,2,3,1,4,1,1,1,5,5,4,4,1,3,3,1,5,2,3,5,4,5,5,4,5,4,2,4,2,2,4,5,4
878,5,3,1,3,5,3,1,1,5,3,4,3,3,4,5,5,2,1,1,5,1,3,3,3,1,5,3,4,5,1,5,4,5,5,3,1
879,4,2,2,2,2,4,5,4,4,2,2,5,4,4,4,3,2,4,3,5,4,4,5,4,2,4,4,4,2,2,4,2,4,4,4,2
880,4,5,5,1,4,2,1,2,4,5,3,2,1,2,4,4,2,5,2,5,5,5,5,1,4,2,2,2,4,2,5,2,2,3,4,5
881,5,3,5,1,2,1,2,3,2,1,3,4,2,2,2,1,5,4,1,5,4,4,4,4,3,3,2,3,2,1,5,3,3,2,1,1
882,5,3,1,1,3,5,5,4,5,2,2,1,1,4,5,5,2,1,1,5,2,1,5,5,1,5,5,5,5,2,2,5,4,2,1,1
883,5,4,4,1,1,2,1,2,4,3,5,3,2,2,3,2,1,4,1,5,1,3,5,5,1,1,4,4,1,1,3,3,3,1,1,1
884,5,3,3,1,1,2,3,4,3,1,1,2,3,4,3,3,4,3,1,5,2,3,5,5,5,2,5,4,2,1,4,4,4,3,1,1
885,5,3,4,2,1,4,1,4,5,3,4,3,4,4,4,5,1,4,1,5,1,2,5,5,3,1,5,5,4,1,5,3,2,1,4,2
886,3,4,3,2,2,2,3,4,4,4,1,5,4,2,3,1,1,3,1,4,2,4,4,3,1,5,4,4,3,1,2,3,2,2,2,1
887,5,5,3,2,1,3,1,3,4,5,4,1,1,1,3,4,1,2,1,5,5,5,2,1,5,4,1,2,1,1,5,1,1,4,4,4
888,4,3,3,2,4,,3,2,5,3,2,4,3,2,3,2,1,3,2,2,3,2,4,2,3,2,4,2,3,3,4,2,3,2,3,1
889,5,3,3,2,1,2,2,4,4,3,2,2,1,2,4,2,5,2,2,5,4,5,5,5,1,4,4,1,4,2,2,4,5,3,1,1
890,5,3,3,3,4,5,3,3,4,3,2,2,3,3,5,4,2,2,2,5,3,4,5,5,4,4,4,4,5,2,3,5,3,1,1,1
891,5,3,5,1,2,3,2,4,3,1,1,4,2,2,3,1,1,4,1,5,2,2,5,3,5,4,2,2,1,2,5,1,1,1,4,4
892,5,3,4,3,2,1,3,4,4,2,2,2,4,1,3,2,2,3,1,5,3,5,5,3,5,5,4,5,,3,5,4,3,3,2,1
893,5,3,3,3,2,2,3,3,5,3,2,3,2,2,3,1,2,1,2,5,2,3,5,3,2,3,3,4,4,1,3,3,2,3,4,4
894,5,3,2,3,4,3,2,2,4,3,2,4,3,2,3,2,2,3,4,2,3,2,4,3,2,3,3,2,4,3,2,2,2,3,3,2
895,5,4,3,1,1,2,3,3,5,3,2,2,4,3,4,2,2,1,1,5,2,3,5,5,4,4,5,5,4,2,2,2,3,1,1,1
896,4,4,4,2,3,2,2,3,3,1,,4,3,3,2,1,2,3,2,4,3,3,5,2,3,3,3,3,3,2,4,2,2,2,1,2
897,5,3,2,3,4,3,4,2,5,3,3,1,2,4,4,4,3,1,2,5,4,4,3,2,2,3,2,2,3,2,3,4,2,4,1,1
898,5,3,2,2,3,1,2,4,3,1,2,3,2,3,2,4,3,2,3,4,2,3,2,3,2,4,3,2,3,3,2,2,3,2,4,2
899,5,3,2,2,1,3,2,2,5,2,3,1,3,5,5,5,3,1,1,5,1,5,3,3,3,3,3,3,5,3,1,4,4,4,1,1
900,5,3,2,,2,2,1,3,3,2,2,5,3,3,1,3,1,1,1,3,2,3,3,3,3,3,2,3,4,,2,4,4,4,3,3
901,5,2,2,1,2,3,4,3,3,1,1,2,4,4,2,1,3,1,3,4,2,4,5,5,4,4,4,3,2,1,5,2,3,5,2,1
902,4,3,1,2,2,2,2,3,3,1,2,1,2,3,3,2,2,1,2,5,2,4,5,5,4,5,2,2,4,2,4,4,2,5,1,1
903,5,3,1,2,2,3,1,2,3,2,3,5,4,3,3,2,2,2,1,5,3,2,4,2,3,5,2,3,5,4,3,4,4,1,3,3
904,5,5,2,4,3,2,1,1,5,5,4,2,3,5,4,4,3,1,1,3,2,2,5,1,5,5,3,4,4,3,3,5,1,3,5,3
905,3,3,2,1,2,2,5,5,3,1,1,2,2,2,3,1,5,1,2,5,2,3,4,5,3,2,4,4,3,1,3,3,3,3,2,2
906,5,3,4,3,3,2,2,4,4,1,3,5,3,3,3,2,2,3,2,5,3,4,5,4,5,5,4,4,5,3,5,5,2,4,1,1
907,5,3,5,3,1,5,5,2,1,1,1,2,3,4,3,5,5,5,4,5,5,3,3,1,4,5,5,5,5,1,2,5,2,4,1,1
908,5,4,4,3,2,2,3,5,3,2,3,3,3,2,2,1,3,1,1,4,2,2,5,5,2,2,5,5,3,2,4,2,2,2,2,1
909,5,2,3,2,3,2,1,4,4,3,3,2,2,3,2,2,2,3,2,5,3,4,3,4,3,2,3,2,4,3,3,2,2,3,2,4
910,5,3,4,3,2,3,4,4,3,2,3,4,4,2,5,3,2,2,3,3,4,2,2,2,4,4,4,3,2,2,3,3,4,3,2,2
911,5,4,2,1,1,3,4,4,5,1,1,4,4,5,5,5,4,1,2,5,1,4,5,5,2,4,5,5,5,2,5,5,3,4,4,2
912,5,3,2,2,1,4,5,3,5,5,4,1,1,3,4,5,4,1,5,4,1,1,4,4,1,4,4,4,5,1,5,5,4,3,5,
913,5,4,4,2,1,1,1,4,3,2,4,3,3,2,4,2,3,3,2,4,2,3,4,3,2,4,2,3,4,2,3,4,2,2,3,2
914,5,3,4,4,2,4,3,3,4,1,3,1,2,4,4,4,2,3,4,5,2,3,2,2,2,2,3,4,4,3,4,4,4,3,3,1
915,5,4,2,3,1,5,3,3,5,4,4,2,3,4,5,5,5,2,4,5,1,4,3,2,4,4,4,3,3,3,2,5,4,4,3,2
916,4,4,5,2,3,1,3,4,4,3,1,4,2,2,3,3,3,4,1,5,4,4,5,4,4,3,4,5,2,3,2,1,2,2,2,1
917,4,3,2,2,1,3,1,3,5,4,4,1,3,3,5,4,1,1,1,5,1,4,4,2,2,3,1,1,1,2,3,4,2,5,1,1
918,5,4,2,2,2,3,2,2,5,4,4,2,2,2,4,4,2,3,2,5,3,4,4,3,3,4,1,2,3,4,4,3,2,3,3,2
919,4,3,2,2,1,2,4,4,5,5,5,3,4,,,2,4,1,3,5,3,3,4,2,1,4,4,3,2,1,,5,4,3,2,2
920,5,1,3,2,1,3,1,3,4,4,3,3,3,3,3,5,5,1,2,5,5,3,4,5,3,3,5,4,4,2,3,5,5,3,2,1
921,4,4,3,3,3,3,5,3,4,3,3,2,3,3,5,1,3,1,3,3,5,3,4,2,2,3,3,3,3,1,3,3,5,2,1,1
922,5,3,4,2,2,1,1,4,3,2,3,4,2,3,2,3,2,3,2,4,3,2,3,3,3,2,3,3,1,2,3,2,2,2,3,3
923,5,3,5,1,1,3,2,5,3,1,1,4,3,2,1,1,2,4,3,5,3,4,5,5,1,2,3,3,5,1,5,2,5,5,3,4
924,5,4,2,2,1,5,2,4,4,2,5,3,1,4,5,5,2,3,3,5,4,4,5,3,2,3,5,5,4,2,2,3,2,2,1,2
925,5,3,3,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,1,5,3,5,5,2,1,5,5,5,4,1,1,3,4,2,1,1
926,5,3,4,3,3,2,4,3,2,1,1,3,,4,3,2,5,2,3,5,4,4,5,5,2,2,4,4,2,1,1,3,4,1,1,1
927,5,3,3,2,2,2,2,2,4,3,3,1,2,2,2,5,2,1,2,5,4,4,4,2,2,2,3,3,5,1,5,2,1,3,3,1
928,5,3,5,1,1,1,1,5,3,1,2,4,4,1,2,3,1,3,1,5,2,3,5,5,4,4,5,5,3,1,4,1,5,1,1,1
929,5,3,4,2,2,5,3,4,3,2,2,4,4,2,4,3,4,3,3,5,5,4,5,5,3,2,5,5,5,2,3,3,2,2,1,1
